displacement,horsepower,weight,acceleration
348.8,149.2,2789,20.4
395.2,61.8,2940,10.0
253.0,131.7,4114,18.0
143.2,156.4,3434,19.3
174.4,75.1,4332,11.4
95.7,167.1,5169,23.0
373.4,137.6,2987,11.3
126.5,192.8,2175,13.3
268.7,56.4,2452,18.5
175.0,89.8,5139,18.9
261.8,140.2,2348,19.9
291.9,94.5,2897,9.9
347.2,157.2,1872,22.4
154.0,163.9,4155,17.1
93.4,65.4,1998,16.0
132.4,127.1,5001,24.7
369.0,126.3,3581,20.6
360.9,105.4,2371,10.0
275.2,189.9,2590,20.9
276.2,174.1,3438,9.6
296.2,154.6,3631,8.5
144.4,157.1,3655,14.9
373.5,119.3,3310,24.9
219.8,188.1,2974,11.0
208.8,154.2,5077,19.4
250.9,159.3,1978,10.9
104.6,179.3,4044,20.3
141.5,91.1,2534,16.6
318.8,171.1,3936,19.6
115.7,79.3,2598,11.4
277.0,101.8,2587,20.7
166.1,100.3,4595,24.9
210.7,196.8,5054,19.3
179.5,178.5,2008,16.4
200.3,155.2,2292,23.7
312.9,159.1,5001,8.3
182.1,134.3,4512,20.4
265.6,192.1,4884,23.1
237.6,124.4,3457,9.0
295.7,107.1,4718,15.7
380.4,74.5,2531,11.5
317.1,167.9,2929,17.6
156.6,160.2,3405,19.0
99.7,107.7,4545,13.1
171.3,53.8,4970,15.8
274.5,175.8,2393,12.7
105.9,51.7,4733,14.3
243.9,155.6,4699,10.7
275.0,195.5,3015,23.1
193.6,115.6,2124,8.2
329.0,85.2,2778,23.0
123.0,155.7,3549,17.7
113.3,172.6,3650,13.6
315.7,132.0,4803,20.3
243.6,195.1,3290,16.6
303.4,57.8,2693,16.5
224.8,125.7,3190,9.9
166.4,157.8,5189,14.6
343.9,179.4,1943,12.1
337.8,76.9,2183,8.3
305.4,170.0,4063,14.1
174.4,132.9,4171,9.5
273.0,109.5,4886,12.4
201.9,69.8,2016,9.6
118.4,179.8,3315,9.7
374.4,73.6,4798,11.4
132.4,96.5,4030,25.0
384.6,93.5,4117,8.0
228.3,180.7,4792,18.9
147.4,150.9,3290,10.4
258.0,169.5,4717,23.7
360.6,87.6,3435,9.6
317.0,143.7,4314,24.2
340.0,135.8,4152,18.4
294.2,174.9,2967,8.0
304.6,185.9,1910,23.2
353.3,51.8,2813,16.9
167.4,151.1,2031,12.5
241.7,57.8,3514,21.0
158.6,132.3,3555,23.8
396.2,93.1,4442,16.2
382.7,96.0,3377,13.4
102.2,102.9,3096,21.4
308.7,143.2,4020,19.6
376.8,100.1,2772,23.1
146.0,159.9,2830,19.8
266.1,110.7,5026,12.1
373.8,60.3,4393,23.8
100.5,167.6,4395,9.8
306.2,92.9,2317,12.6
182.2,114.9,2713,16.8
376.6,152.8,4062,17.6
391.0,99.9,3981,8.3
382.7,58.5,4132,21.3
237.0,106.1,4997,14.1
357.2,191.7,3744,14.9
351.8,146.3,3262,21.8
188.9,150.7,3672,14.4
347.0,144.8,4533,8.8
101.5,79.8,5023,11.0
274.8,112.8,4178,24.3
161.3,162.6,4986,9.2
127.4,65.2,4741,14.0
113.9,91.7,3107,16.6
305.8,91.4,2698,16.4
195.4,114.8,2898,8.1
314.7,197.1,2989,16.5
110.3,60.1,3012,14.5
187.7,127.8,3925,24.5
257.2,76.9,4794,10.7
335.1,195.6,2487,14.0
188.8,67.0,3868,15.1
284.0,110.5,2365,14.6
364.7,160.7,3007,19.3
280.9,155.7,3694,11.7
162.2,113.4,5093,11.8
97.6,102.0,2626,20.4
359.7,109.6,3151,16.5
96.6,89.6,4026,15.1
361.2,80.8,3611,10.9
254.0,122.5,4983,11.2
381.1,90.3,2882,8.2
337.6,93.1,3150,9.6
399.4,148.5,4752,17.5
198.7,195.3,3444,23.2
327.8,140.5,4516,12.9
214.6,61.5,1990,13.6
238.8,61.3,3023,10.0
284.5,192.7,3135,14.6
360.8,94.6,2507,8.6
395.1,63.8,4906,23.6
328.2,139.9,2178,19.4
219.5,143.5,2186,24.8
220.6,147.3,4084,23.0
318.7,90.1,2415,16.0
164.0,52.3,3342,16.8
124.2,194.8,4130,11.2
199.9,87.6,3848,15.9
179.0,151.4,3554,23.4
181.9,156.0,2263,8.9
162.4,141.5,5101,22.7
103.0,96.9,2766,13.8
95.5,90.7,1971,23.3
396.2,139.7,4958,24.0
222.6,179.9,2946,19.4
209.1,192.0,2642,19.3
300.7,65.9,3121,15.7
157.7,73.2,3708,22.2
384.5,191.7,2489,24.3
333.8,160.5,4422,21.2
117.7,182.4,3307,18.6
219.5,80.4,4012,18.3
362.5,138.1,3824,22.4
382.9,155.2,3522,17.2
234.9,152.0,2182,21.7
280.2,111.2,4056,16.7
141.8,52.3,3212,9.1
397.3,137.4,3383,14.5
161.8,88.0,4071,15.6
382.2,117.5,3850,10.4
291.4,193.6,2171,9.7
278.4,109.9,3510,17.1
248.9,176.0,3269,9.4
161.5,78.3,2410,13.2
144.7,150.9,1915,20.7
158.4,196.6,5141,24.4
147.8,65.3,2246,20.2
331.7,51.2,3191,24.9
198.5,115.0,5124,19.9
107.9,63.9,3140,13.0
390.4,162.3,2214,19.4
364.0,187.2,4966,19.9
377.6,115.1,3608,14.3
398.4,88.8,4739,8.3
143.9,115.2,2847,20.0
212.8,158.5,4510,8.4
325.1,51.4,3673,18.7
305.8,138.4,2873,10.8
137.7,142.0,2517,17.6
342.9,145.7,3158,16.6
159.6,86.3,4950,8.2
159.4,157.1,3405,14.2
256.5,63.7,4898,18.2
273.8,79.9,4118,22.4
269.8,181.6,2361,23.1
118.4,160.8,4651,16.2
362.0,52.1,4094,20.4
172.3,87.3,2186,13.4
130.1,82.2,2501,13.8
365.5,90.6,4406,11.3
386.3,87.1,2772,17.6
357.3,59.4,3184,13.3
340.9,118.8,2783,9.4
293.1,159.9,3311,19.6
260.8,141.0,2151,20.0
117.0,150.9,3524,14.1
216.6,62.2,3751,9.3
205.5,192.7,3079,15.2
170.5,175.8,5093,15.5
314.3,170.8,3707,19.4
243.7,173.4,2552,13.4
115.1,189.9,4628,19.6
158.3,131.6,2824,22.8
301.8,80.0,2345,12.0
113.6,142.5,3269,24.6
353.9,161.4,1878,14.6
243.5,160.7,3059,12.5
239.0,128.2,4181,15.2
273.6,60.3,2688,9.6
345.7,105.7,4969,10.1
197.8,188.1,2905,15.0
300.2,137.7,4349,21.0
265.4,130.7,3790,23.3
172.8,90.3,3300,19.3
362.4,105.3,4612,9.8
337.2,184.3,2720,19.4
294.1,150.0,2349,18.8
353.7,168.1,3861,21.7
358.9,118.2,2191,22.0
309.6,144.5,4157,22.8
349.5,87.3,4233,15.0
306.2,155.8,5080,19.9
300.8,114.1,3180,12.6
281.8,116.4,2773,25.0
323.3,147.4,4965,11.0
139.2,190.4,4964,8.2
363.1,59.6,2139,10.5
360.3,173.7,4444,21.2
99.1,93.9,2556,15.6
346.0,116.6,2845,15.6
129.9,53.3,4138,24.2
193.9,95.2,4153,23.6
320.5,125.4,4481,13.3
139.8,58.4,4999,11.6
343.6,123.7,4472,22.4
348.0,189.1,2738,23.4
247.3,65.8,5144,17.2
92.0,164.7,2647,18.7
179.0,111.5,2241,12.4
281.2,148.3,4350,21.6
394.2,89.0,1929,18.7
285.9,73.9,5003,16.6
170.5,74.1,2396,9.0
286.5,60.6,3758,23.6
257.4,77.8,3305,18.5
331.8,149.6,2661,11.3
123.2,182.3,4440,18.3
325.9,172.1,2798,19.5
257.8,152.8,4172,16.9
388.5,66.6,4940,20.2
196.0,93.4,4295,17.9
286.1,96.5,3351,24.1
378.9,87.5,4666,8.9
121.8,127.3,3440,9.8
380.5,130.3,5036,11.0
303.2,103.5,3311,19.7
111.0,103.1,3536,19.0
183.3,174.3,4556,23.2
309.5,168.4,3249,20.5
110.9,96.2,3657,16.6
270.5,187.1,2064,24.9
197.2,192.9,4459,12.5
282.5,99.0,4679,22.2
104.2,103.2,5149,15.3
360.2,125.8,4521,19.0
391.8,191.2,3262,20.4
390.4,181.4,1956,18.8
322.4,65.4,3245,10.4
130.3,108.9,4098,15.5
325.1,133.0,4725,17.5
97.6,125.5,3432,22.4
96.9,79.1,4377,15.5
190.3,178.8,4174,23.6
241.5,151.5,4808,15.5
328.8,175.7,2694,17.3
301.8,178.8,3944,21.5
228.2,162.3,2312,17.9
174.8,115.9,2015,24.3
399.1,141.6,5003,19.2
222.1,74.1,5131,16.9
229.9,151.0,3972,8.4
140.7,76.9,4953,15.0
336.4,154.1,5154,13.1
305.0,84.4,3506,20.7
158.4,67.6,3906,11.5
115.5,74.8,3367,11.5
301.0,50.3,4008,11.2
292.9,157.8,4131,10.1
174.7,159.9,3953,13.3
384.8,127.2,2928,23.1
136.8,74.2,2027,21.2
224.0,62.5,4165,20.5
382.5,52.9,3287,21.6
220.1,74.9,2601,12.6
287.9,183.6,3422,23.1
213.3,86.2,3705,10.3
175.0,103.1,4721,13.7
395.0,65.8,2271,18.0
216.9,83.4,2879,9.7
367.2,127.9,4472,20.4
161.3,141.2,3860,14.6
156.1,86.8,2841,21.3
99.7,58.7,4541,16.4
292.0,108.7,4820,11.1
204.2,85.1,3960,20.5
358.0,82.9,2028,12.3
236.7,194.0,1970,16.3
390.1,142.4,2094,9.3
147.5,133.5,1988,18.5
359.3,112.4,2225,19.3
330.7,114.3,2776,14.4
329.0,131.1,2902,24.2
351.9,154.5,4505,22.9
325.9,155.3,2718,20.0
284.1,75.8,5053,20.1
130.7,125.0,2298,12.3
100.1,111.8,3621,19.2
375.5,180.6,4609,11.4
281.2,144.7,2665,10.4
336.9,129.9,2625,25.0
239.3,67.3,3658,18.6
126.4,140.8,3918,15.3
128.8,67.6,4095,12.9
302.5,100.6,1945,18.3
223.4,71.4,3441,8.8
152.2,153.8,3119,9.6
242.4,80.9,4429,8.6
109.9,108.8,2269,16.5
270.4,184.4,1992,18.2
173.4,80.6,2891,9.1
337.2,126.2,4341,20.3
186.2,112.9,1851,11.9
231.1,52.7,4729,19.6
93.6,168.9,4210,24.7
112.5,60.4,3620,19.7
211.7,121.1,4764,23.0
238.8,134.1,4321,24.1
276.0,144.3,3669,16.3
180.4,153.3,4368,19.9
305.4,88.0,3586,22.5
356.6,51.5,3254,14.1
331.8,158.5,3667,12.4
102.3,130.3,5169,24.1
239.0,175.4,4538,20.3
122.5,173.2,5069,11.7
165.0,176.5,4999,15.6
395.9,122.8,4379,21.5
134.2,100.0,3807,17.3
244.7,168.7,3234,19.0
281.6,117.7,2639,20.8
307.8,77.5,4936,18.6
263.5,178.2,2040,17.2
93.0,182.4,2335,20.7
191.2,119.9,3207,20.4
250.5,61.4,1882,18.7
117.2,108.2,2781,14.1
198.7,170.5,2750,14.9
100.3,185.3,2410,24.5
114.4,80.5,2373,9.9
213.0,60.0,4133,12.6
131.1,181.6,2788,16.4
265.9,108.4,2258,22.2
303.7,131.3,5083,10.8
338.2,195.2,3973,12.7
152.0,60.0,3322,9.1
141.9,147.2,4272,20.0
122.4,61.1,4401,12.0
287.3,106.3,4457,14.6
309.0,170.6,3784,15.5
99.8,115.0,3366,23.2
380.2,199.6,5029,15.0
106.1,133.9,3959,10.5
257.8,98.2,4249,16.9
309.8,83.0,1921,24.4
360.0,102.6,2072,18.3
311.4,105.9,3117,24.7
338.5,60.3,2197,22.3
195.2,105.4,4318,8.6
342.6,119.6,2784,19.2
114.8,158.4,3030,12.9
367.4,148.5,2933,17.5
259.8,156.3,3101,12.7
343.4,51.3,3710,13.9
230.2,82.7,4416,23.7
289.5,149.3,3305,11.5
253.2,122.6,4985,22.9
316.8,50.8,3716,8.5
115.3,170.7,4744,9.5
108.7,165.9,2619,22.5
166.6,132.3,4700,18.7
139.5,60.0,4557,20.7
360.3,165.0,3756,11.6
158.0,137.6,4168,17.1
392.5,167.3,1978,20.5
194.4,162.8,2696,18.7
146.5,170.5,4066,16.0
334.8,127.7,4636,24.3
294.2,71.0,3772,19.5
244.4,150.7,3351,23.4
262.2,143.1,2291,20.4
313.0,161.3,1860,20.5
160.8,75.5,2877,9.4
398.9,79.2,3503,14.1
392.2,183.6,4385,22.6
291.6,162.5,4695,12.0
151.9,186.2,4835,10.0
300.9,163.8,1864,13.5
112.4,139.6,2385,11.7
99.5,148.1,3527,23.7
169.9,183.4,4018,22.8
233.4,136.8,5144,16.5
359.2,144.9,2334,9.0
315.4,73.5,4540,20.1
320.2,121.1,5198,18.6
221.9,157.5,3955,24.5
197.2,90.6,3670,17.5
205.0,80.3,5033,13.7
396.2,97.1,4661,16.8
102.4,86.2,2804,24.6
358.8,82.2,4299,19.8
269.4,113.7,3029,19.4
226.0,186.2,4437,12.1
314.8,126.1,2839,20.6
240.9,78.2,2126,20.8
360.8,61.5,2407,13.4
369.2,154.4,4506,16.2
220.7,107.4,1801,13.0
175.8,173.3,2833,12.4
273.6,148.9,4281,8.4
372.8,169.4,1924,12.8
155.3,90.8,2904,17.4
283.1,153.9,4332,8.0
285.8,89.6,4499,12.8
317.3,190.9,3661,23.0
130.8,145.5,2973,18.1
311.9,98.7,4647,18.3
371.8,90.4,4720,14.9
145.7,78.6,1928,19.5
163.6,154.2,2237,11.2
391.1,82.8,2550,21.9
146.1,139.3,4348,10.0
354.9,89.7,4929,19.2
242.6,149.3,3021,13.8
166.6,172.2,4058,20.7
359.9,166.7,2701,17.3
228.0,164.1,3892,15.7
249.6,78.2,4968,10.9
201.4,63.3,3102,18.8
273.8,154.8,4382,24.6
140.7,105.3,3233,22.0
211.2,114.9,4308,9.0
390.5,54.7,2190,14.4
170.0,88.9,2867,23.7
293.6,55.1,1826,16.6
190.8,181.9,4641,19.3
329.8,86.5,4968,23.5
130.6,133.6,4822,22.9
390.6,55.8,2347,16.5
230.7,150.0,4468,15.4
163.2,98.5,2366,13.8
112.8,184.7,2503,20.2
142.6,183.2,3042,12.9
251.1,98.8,1984,12.2
194.5,185.1,4940,14.1
347.0,199.4,5001,11.0
223.6,173.8,3390,19.8
167.1,176.7,3713,18.5
281.3,87.4,2647,16.2
309.1,136.5,2398,14.6
141.8,60.1,2605,23.5
142.0,64.2,3157,8.5
101.4,199.8,5025,21.1
318.3,99.0,3926,23.3
295.8,162.2,4426,15.6
237.1,171.0,3678,17.4
351.7,178.7,4260,24.1
339.8,199.6,2345,11.6
271.5,86.2,3432,16.8
359.2,56.1,4016,16.1
153.8,111.7,4528,12.4
124.7,69.5,4430,21.9
173.6,53.4,4362,23.3
107.7,104.1,5185,21.3
254.7,167.6,3879,11.3
380.3,134.9,4134,9.5
102.2,96.9,4441,18.3
127.9,148.2,4914,9.0
230.2,84.8,3726,19.4
379.5,52.2,2416,17.0
188.0,164.7,4872,19.3
247.2,143.6,4117,18.0
102.9,164.3,3003,15.2
136.0,55.8,3559,11.4
395.9,175.6,4365,13.2
389.2,142.9,4974,16.9
91.5,134.5,4881,19.1
385.1,143.7,4430,21.3
288.1,179.7,4961,21.0
359.1,138.0,2025,24.5
231.0,137.1,2469,12.9
249.8,198.6,3563,9.2
241.5,163.5,2716,13.9
296.7,116.3,3973,20.6
133.3,156.1,4803,15.4
99.3,108.4,5080,21.9
185.5,84.3,4968,17.3
308.5,139.5,3921,23.8
152.6,189.2,3014,24.1
298.8,189.4,3505,9.2
390.7,101.3,3642,15.8
119.1,129.2,3783,18.4
298.5,81.7,1855,12.3
227.6,199.3,2519,14.9
359.1,197.2,4400,19.5
144.9,147.4,3879,11.9
304.7,170.7,2373,18.2
349.8,157.3,2466,19.9
382.8,139.0,2083,9.5
301.8,58.0,3544,16.5
244.1,118.2,4034,12.5
281.5,151.2,2297,20.3
359.4,151.6,3265,11.2
266.9,106.0,1929,23.2
99.4,191.3,2438,15.3
378.6,75.1,5163,11.4
303.8,125.1,3961,15.4
299.7,153.6,5070,14.9
156.9,154.6,3860,15.3
294.3,147.3,5142,18.0
212.1,91.3,5086,16.9
291.9,73.4,4291,10.5
123.0,145.4,4294,9.1
293.9,139.9,2785,20.4
399.8,76.9,2792,17.5
104.9,155.8,4562,14.1
392.9,118.3,3921,21.7
216.1,150.2,4384,14.6
359.9,175.6,1900,21.5
332.5,75.5,4023,13.2
265.8,52.9,2226,9.2
318.9,166.9,4988,23.9
362.3,141.5,5037,14.7
215.3,154.9,1840,21.5
191.4,175.7,2228,12.7
297.0,170.4,2143,19.0
340.4,194.1,2165,22.8
326.3,130.4,4991,8.7
337.3,123.3,2408,22.1
225.0,110.3,4504,17.7
343.5,73.1,2527,18.3
127.3,135.9,4076,16.9
258.8,91.6,2624,22.9
91.8,188.2,5001,8.7
190.6,137.5,3175,12.4
203.6,138.9,2688,22.9
212.8,103.2,3843,20.8
305.6,57.8,3141,8.3
210.5,54.8,4831,16.8
229.1,113.5,4683,17.0
163.6,62.7,3096,14.8
205.7,141.0,1916,13.1
160.5,182.1,4665,19.6
112.7,182.4,4215,11.5
277.1,148.9,2917,21.6
297.1,81.7,1967,21.7
282.0,179.4,4801,15.1
233.7,182.9,3538,12.8
207.7,79.5,3164,12.8
357.6,160.6,4508,16.2
250.9,93.0,2494,20.2
238.5,170.4,2724,14.1
97.9,199.6,1951,18.4
195.8,54.5,2385,14.5
207.9,184.6,2712,13.2
213.6,143.4,4121,8.4
269.9,196.0,3377,8.1
255.4,119.8,2295,11.9
278.5,177.1,3948,14.9
327.1,59.4,2356,22.5
342.0,100.3,2905,21.6
312.6,60.1,3352,12.5
386.2,196.3,3920,12.2
95.7,172.5,4885,11.9
150.7,177.9,1956,13.8
92.3,190.7,2534,16.5
290.7,62.8,3979,15.5
368.4,107.8,4866,11.7
165.5,60.7,3227,10.2
377.4,81.6,2358,8.2
108.7,84.4,3954,10.6
379.7,120.4,4112,20.0
199.0,90.3,5076,12.1
121.4,65.1,4950,16.0
240.6,75.1,1954,18.1
169.6,72.1,4835,23.1
178.3,196.0,2796,23.1
185.3,163.9,4094,20.7
338.9,195.2,2330,8.6
257.1,116.0,4705,17.8
186.5,91.8,3771,21.4
279.2,169.7,4385,8.3
312.0,98.9,2528,17.3
174.5,94.9,2977,22.6
218.2,84.9,1953,16.1
127.8,69.5,1891,8.1
146.2,88.5,4185,8.2
301.1,103.3,3303,15.1
146.2,151.1,3516,10.6
252.8,59.4,5002,19.3
309.8,81.6,4297,20.0
123.1,171.4,3816,11.0
265.9,72.0,4657,23.1
169.5,101.4,2586,15.5
388.5,179.7,2072,10.4
239.9,73.2,3827,21.0
339.9,62.4,4435,21.4
260.6,122.7,1976,18.9
103.5,95.4,4678,22.5
286.3,134.5,2442,20.5
384.9,170.6,3698,23.0
276.5,70.6,4920,15.4
343.9,137.1,2366,20.7
364.1,125.8,2465,25.0
160.7,71.6,3131,20.3
155.7,143.6,4715,9.9
279.4,91.0,3598,16.8
217.4,123.2,2869,18.0
350.4,62.3,4149,11.0
369.0,118.9,4715,24.4
199.6,96.0,4759,11.0
163.4,173.4,2207,11.0
332.0,58.5,3012,23.6
175.2,112.8,4669,15.9
345.0,118.8,3653,9.1
221.4,158.8,2952,18.2
296.9,136.1,4408,18.2
119.6,150.1,5137,9.1
283.4,166.6,2941,24.5
230.0,179.3,4311,17.2
271.8,97.1,1943,17.5
142.1,130.7,4289,16.8
318.4,176.0,5071,18.4
357.5,198.4,5028,12.5
157.2,183.4,2286,12.9
119.7,105.7,2659,16.7
97.3,79.3,5005,21.7
289.0,123.4,3735,8.8
278.2,161.2,1947,18.3
259.5,123.9,3159,21.7
161.9,122.5,4942,10.7
211.2,175.7,5104,8.3
274.3,104.2,3157,13.3
244.0,179.0,4658,18.0
396.2,111.0,4513,10.4
132.3,99.2,1889,15.2
305.5,118.1,3157,17.4
215.3,164.4,1998,18.2
222.7,68.9,5032,12.7
312.5,79.5,2337,14.8
304.7,192.7,4992,21.2
397.3,76.3,2100,24.0
129.8,135.2,2523,22.7
122.3,136.9,3398,17.6
314.5,123.4,4810,15.0
269.3,146.7,3259,13.7
175.0,84.5,1867,10.1
114.6,132.9,4306,9.8
116.6,105.8,3337,19.7
367.2,149.3,2197,12.4
149.5,71.2,2419,12.3
190.2,135.6,5157,25.0
160.3,77.8,3384,11.2
200.0,91.8,2963,10.5
111.5,82.8,2529,9.7
250.9,77.4,2355,17.9
111.0,173.9,3752,18.7
338.1,92.9,4628,14.2
162.5,189.1,3551,17.1
257.4,195.5,4741,21.4
362.8,135.7,4457,21.9
291.8,71.5,4595,24.3
255.2,106.2,4129,22.0
190.5,169.7,4508,17.6
193.2,105.1,4771,11.1
297.5,63.1,2795,9.7
398.2,133.5,3759,8.9
295.2,176.8,3401,19.3
262.9,169.4,4593,21.7
316.5,76.3,3280,16.6
234.2,150.9,3934,8.9
108.6,83.1,2902,17.1
264.3,82.7,5076,23.9
386.9,181.1,4638,18.2
144.3,87.5,5125,21.8
303.9,89.5,4151,21.6
152.3,50.1,3203,23.8
256.1,180.6,3977,21.1
120.0,168.9,4443,20.7
229.6,144.1,3099,12.0
324.4,162.5,3522,9.0
197.7,72.8,4405,16.8
296.1,118.7,2698,10.1
336.6,102.7,3006,24.4
377.4,64.1,5139,12.9
162.7,122.9,5193,22.5
213.8,188.1,3335,14.6
137.2,56.0,1877,13.5
397.7,93.7,4631,23.9
377.4,81.1,4521,14.2
257.4,85.7,3332,14.6
351.0,186.3,2037,9.8
251.5,120.2,2957,19.4
283.3,119.9,3796,12.9
117.6,164.1,3015,18.0
324.1,73.2,2077,18.1
129.6,123.1,4889,20.2
346.1,114.5,2323,20.7
332.4,139.5,1979,16.7
309.7,199.9,1922,13.6
101.2,165.4,3069,22.2
184.0,109.7,3557,13.3
171.6,174.1,4922,16.6
201.6,75.6,2894,14.8
117.2,54.6,2279,22.5
380.5,80.7,4890,15.3
261.7,101.1,3597,14.6
184.7,126.6,3931,19.7
213.1,142.3,5026,18.2
228.6,186.6,4412,9.8
276.2,126.5,4466,16.6
249.9,125.2,4204,20.5
375.0,57.5,2615,24.9
244.1,55.2,4494,18.7
397.6,132.7,2242,14.3
353.9,115.7,4940,11.8
154.6,175.9,4370,22.8
378.5,74.1,1942,21.8
126.1,53.7,1991,12.0
343.4,117.4,3210,11.4
208.0,85.6,2177,20.2
362.2,57.4,4428,13.4
359.1,158.7,2334,13.2
339.8,66.7,3516,10.6
334.9,141.2,5164,12.5
184.5,92.2,2832,15.3
115.1,76.0,5142,20.5
214.9,107.0,3210,13.7
143.8,170.2,3940,13.6
305.4,108.8,3789,12.8
197.3,162.6,4376,16.1
392.4,68.8,2977,11.1
288.7,165.9,2204,16.3
345.0,85.5,4687,20.0
131.1,151.6,2972,8.5
357.2,134.9,2688,8.2
376.1,189.4,5138,9.3
241.0,108.1,2221,17.1
277.9,59.9,3441,22.5
327.1,52.9,2271,8.1
144.2,174.0,4740,23.9
245.8,128.7,2346,9.8
213.6,166.3,2430,22.3
135.4,85.2,2837,16.2
203.9,101.8,4625,19.2
111.1,54.5,3629,16.7
98.0,194.2,2163,16.1
131.9,150.2,3966,22.2
388.6,190.0,5109,20.9
260.4,89.8,2345,16.2
389.4,141.7,5040,9.9
224.1,151.8,4369,10.0
186.7,97.6,2433,21.6
246.9,177.2,3736,17.0
226.2,192.1,3480,16.2
122.8,182.7,2762,19.6
288.7,160.9,4805,22.6
157.0,91.6,2682,18.7
282.1,92.2,4627,21.0
291.6,194.5,2670,21.0
137.1,51.5,2315,14.1
109.0,157.4,4785,12.7
332.0,155.9,3220,21.6
232.5,143.4,2665,14.4
108.0,198.5,3953,23.4
398.4,96.8,2908,9.2
107.9,101.0,2013,9.0
305.5,61.8,4992,23.8
394.9,116.4,5003,19.0
164.1,89.2,4697,14.5
134.1,101.5,4044,20.8
127.6,175.2,1818,19.4
184.0,190.3,2441,17.0
121.3,77.9,4883,9.7
304.6,105.9,2904,21.8
109.3,189.3,2129,22.7
247.9,59.3,2665,10.9
399.0,63.9,2573,22.5
342.3,74.4,2191,22.9
280.7,139.3,2436,17.3
184.9,72.6,4154,19.2
283.4,195.2,5138,14.5
253.4,117.0,4742,12.8
222.1,125.2,4499,20.3
130.5,87.0,4688,22.7
364.8,120.6,2825,19.1
229.4,149.3,4367,16.7
150.3,162.7,3474,10.7
204.0,163.1,4483,8.9
218.4,136.7,5180,15.6
346.5,185.7,2539,8.8
317.4,172.6,3345,17.7
328.5,163.6,2268,14.5
93.4,58.3,4059,20.9
219.0,51.0,2935,13.2
239.2,81.9,2831,18.1
95.9,149.5,4651,17.1
170.5,111.7,4324,8.1
325.7,110.4,2673,9.2
132.5,182.7,2259,12.9
255.9,184.3,4100,23.0
156.7,186.4,3349,10.5
93.8,97.1,2551,20.1
164.8,153.7,3261,24.5
392.5,90.7,3577,21.4
338.5,78.6,4828,12.1
387.5,77.7,2653,23.4
241.2,101.3,4083,9.6
124.0,114.5,3129,16.0
259.9,174.6,2277,23.1
230.9,68.0,4526,18.9
351.8,160.2,4891,15.0
120.4,129.7,4063,13.0
241.4,93.2,4702,14.4
136.5,123.9,1934,16.7
190.6,95.0,4752,13.4
318.6,139.4,2952,24.5
237.6,115.1,2209,23.9
206.5,74.7,3245,22.8
212.3,67.5,3117,15.2
232.4,132.0,3069,19.8
333.4,185.4,3379,23.3
366.5,101.6,1885,22.5
386.2,160.0,4403,15.0
333.9,148.8,3665,9.9
187.8,189.7,3269,9.3
303.3,173.1,2177,17.8
225.7,135.0,3480,18.9
168.9,148.6,2874,22.4
350.7,184.8,2041,13.0
101.9,109.9,5165,10.8
369.5,99.0,2719,14.4
233.1,51.6,3386,14.0
287.5,174.0,4113,10.3
294.4,170.1,4991,19.4
367.5,65.7,4559,16.6
287.4,136.5,3071,20.3
280.3,119.6,1869,14.0
110.7,67.8,3904,13.5
250.7,197.1,3205,16.0
136.6,82.2,3886,22.9
318.6,60.1,3807,8.7
248.8,139.2,2600,21.7
300.9,160.8,2841,14.3
102.9,54.9,4579,22.5
116.3,148.8,2624,21.6
312.1,129.8,2555,13.9
112.3,65.5,4199,19.8
112.1,75.9,3795,10.7
93.8,135.2,3639,23.2
386.5,94.5,3121,14.9
318.6,190.7,4130,15.7
199.5,172.8,3409,20.0
181.9,197.5,1909,22.0
198.4,89.0,2816,12.0
330.1,195.5,5051,19.2
295.0,114.7,3761,14.7
147.4,102.1,4391,14.3
144.0,57.6,3569,19.7
120.5,57.9,1824,14.6
294.7,153.8,2642,13.9
327.0,118.7,4638,22.2
172.2,84.0,2537,9.7
96.5,142.1,3904,19.5
115.5,87.9,1979,12.2
390.0,136.6,2031,8.3
181.6,103.9,3717,10.8
328.5,173.5,2142,18.3
283.6,173.1,2276,20.1
208.4,121.6,3622,8.4
153.8,102.6,4423,8.6
127.6,104.4,2254,23.3
280.7,170.9,3055,9.2
330.1,99.2,2088,23.2
289.6,81.4,3036,11.9
254.4,62.7,4105,20.6
103.0,120.0,2329,13.3
390.2,122.3,4534,22.6
337.6,176.1,4776,19.9
180.8,83.2,4076,14.8
393.8,107.1,5097,9.3
276.6,171.3,2395,20.5
270.6,173.5,2234,18.5
321.9,107.7,2681,8.0
341.6,118.9,4868,8.2
293.5,95.5,3581,21.7
129.7,189.9,2201,12.4
194.9,67.8,4469,18.8
377.7,190.1,3935,15.7
159.6,152.6,4431,22.7
205.4,129.7,3365,23.6
223.9,54.9,2108,24.9
226.2,121.3,4753,10.6
280.0,111.2,2142,22.7
382.4,74.2,2235,12.5
164.6,148.5,1976,18.0
127.7,195.7,1938,16.6
151.2,134.3,1993,8.3
364.9,157.2,5057,23.9
290.2,60.3,5089,9.3
178.6,112.7,5035,19.7
342.9,67.5,2984,21.3
357.0,141.9,2742,21.5
352.4,190.8,2324,10.3
374.9,149.3,3424,15.6
168.2,61.5,4913,22.1
324.1,103.2,4762,13.1
232.8,132.6,4057,16.0
351.0,110.5,2540,12.6
315.8,175.0,2661,15.9
330.7,172.2,5146,23.1
293.4,141.8,2753,15.7
145.0,106.0,3102,17.5
